渠道,客户名称,"date_format(`订单日期`, '%Y%m%d')",客户PO,客户产品码,雀巢产品码,区域,产品名称,Nestle_BU,数量,SAP_PO,C4开票价,价差,箱价,TPP扣点,实际扣点,"date_format(`客户要求送货日`, '%Y/%m/%d')",客户价格,雀巢价格,单价价差,产品行价差,订单总金额价差,起送日,物流模式,问题分类,问题详细描述,备注
01 NKA,家乐福,20211203,1028852248,134997033,12480459,7282,雀巢咖啡1+2无蔗糖添加双豆拼配条装即溶咖啡77g(新口味7条x11g),Coffee,1,1028852248YK,101.610419,-0.039581,125.00,0.000000,0.000389,2021/12/06,9.4130,8.333333,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,12314539036,12500242,7282,雀巢怡养高蛋白高钙中老年奶粉675g,Dairy,3,1028852248YK,680.065487,-35.713153,293.40,0.000000,0.049894,2021/12/06,52.5000,48.90,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,11663158711,12245095,7282,雀巢玉米片150g,CPW,1,1028852248YK,141.077966,-13.430034,190.00,0.000000,0.086921,2021/12/06,10.8910,10.555556,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12314345846,12495121,7282,雀巢咖啡5杯装 绵醇卡布奇诺口味 95g,Coffee,2,1028852248YK,186.949642,-9.844758,121.00,0.000000,0.050026,2021/12/06,12.9890,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124222151,12412960,7282,雀巢咖啡卡布奇诺咖啡(附香浓可可粉)95g,Coffee,2,1028852248YK,186.949642,-9.844758,121.00,0.000000,0.050026,2021/12/06,12.9890,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,134911988,12278672,7282,雀巢谷物早餐迷你装108g/盒(27gx4g),CPW,1,1028852248YK,149.758336,0.007556,184.15,0.000000,-0.000050,2021/12/06,10.4050,9.2075,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,12316196118,12498226,7282,雀巢爱思培学生力跃奶粉350g,Dairy,2,1028852248YK,712.363200,-37.407200,461.00,0.000000,0.049892,2021/12/06,41.2450,38.416667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12333409380,12505188,7282,雀巢咖啡绝对深黑拿铁即溶咖啡饮品360g,Coffee,1,1028852248YK,523.775643,-27.573957,678.00,0.000000,0.050012,2021/12/06,30.3260,28.25,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,793465932,12322429,7282,雀巢 鹰麦炼奶低脂185g,Dairy,1,1028852248YK,179.364573,-9.297827,232.00,0.000000,0.049283,2021/12/06,10.3850,9.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,146225709,9123040,7282,雀巢 鹰麦炼奶草莓味 185g,Dairy,1,1028852248YK,179.364573,-9.297827,232.00,0.000000,0.049283,2021/12/06,10.3850,9.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,103635812,12495343,7282,雀巢 咖啡伴侣 400g,Coffee,2,1028852248YK,491.339758,-25.855442,318.00,0.000000,0.049992,2021/12/06,28.4480,26.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12312533118,12342368,7282,雀巢金牌甄选浓郁速溶咖啡80g,Coffee,1,1028852248YK,675.764882,-0.004318,831.00,0.000000,0.000006,2021/12/06,39.1260,34.625,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,10733404801,12453381,7282,雀巢金牌咖啡至雅柔和100g,Coffee,2,1028852248YK,1203.616600,-63.349000,779.00,0.000000,0.050001,2021/12/06,69.6880,64.916667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,10733404801,12362972,7282,雀巢金牌咖啡至雅柔和100g,Coffee,2,1028852248YK,1203.616600,-63.349000,779.00,0.000000,0.050001,2021/12/06,69.6880,64.916667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12316195422,12495109,7282,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,3,1028852248YK,280.424464,-14.767136,121.00,0.000000,0.050026,2021/12/06,12.9890,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12274250358,12501675,7282,雀巢咖啡特调果萃系列热情百香果风味即溶咖啡饮品@10(5x15g)CN,Coffee,3,1028852248YK,163.949756,-6.822244,70.00,0.000000,0.039949,2021/12/06,7.5940,7.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12317000385,12495107,7282,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,3,1028852248YK,280.424464,-14.767136,121.00,0.000000,0.050026,2021/12/06,12.9890,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,191291942,12326607,7282,雀巢金牌丝滑拿铁条装即溶咖啡饮品(20x20g),Coffee,2,1028852248YK,903.875398,-47.568602,585.00,0.000000,0.049996,2021/12/06,39.2500,36.5625,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124235753,12417587,7282,雀巢优麦 3合1即食牛奶燕麦片400g(10袋x40g),Dairy,2,1028852248YK,511.420760,-26.917640,331.00,0.000000,0.050001,2021/12/06,22.2080,20.6875,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,11631131058,12430465,7282,雀巢（Nestle) 金牌挂耳咖啡 手冲大师 中度烘焙 45g,Coffee,3,1028852248YK,417.158646,-21.969354,180.00,0.000000,0.050029,2021/12/06,16.1020,15.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12274250354,12501695,7282,雀巢咖啡特调果萃系列香柚莫奇托风味即溶咖啡饮品@10(5x15g)CN,Coffee,4,1028852248YK,218.599674,-9.096326,70.00,0.000000,0.039949,2021/12/06,7.5940,7.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,12333409371,12505197,7282,雀巢咖啡绝对深黑拿铁即溶咖啡饮品126g,Coffee,3,1028852248YK,431.064366,-22.701234,186.00,0.000000,0.050029,2021/12/06,13.3110,12.40,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124089590,12479927,7282,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 105g(7条x15g),Coffee,3,1028852248YK,304.831258,-0.118742,125.00,0.000000,0.000389,2021/12/06,9.4130,8.333333,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,12279129751,12496119,7282,雀巢怡养益护因子中老年奶粉1400g,Dairy,2,1028852248YK,561.328212,-42.066188,371.00,0.000000,0.069716,2021/12/06,130.0010,123.666667,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,638040026,12413019,7282,雀巢学生奶粉（调制乳粉）1000g 中小学生,Dairy,1,1028852248YK,470.475781,-24.763019,609.00,0.000000,0.050002,2021/12/06,108.9600,101.50,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124231084,12409460,7282,雀巢 高钙营养奶粉 850g/罐,Dairy,1,1028852248YK,309.790339,-16.302861,401.00,0.000000,0.049994,2021/12/06,71.7460,66.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,124090636,12479912,7282,雀巢咖啡1+2特浓双豆拼配条装即溶咖啡 91g(7条x13g),Coffee,4,1028852248YK,406.441678,-0.158322,125.00,0.000000,0.000389,2021/12/06,9.4130,8.333333,,,,,," ",,
01 NKA,家乐福,20211203,1028852248,134909486,,7282,雀巢蜂蜜脆谷乐谷物早餐300g,,1,1028852248YK,,,,,,2021/12/06,21.8120,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211203,1028852248,12274147641,12501697,7282,雀巢咖啡特调果萃系列沁风桃桃风味即溶咖啡饮品@10(5x15g)CN,Coffee,9,1028852248YK,491.849267,-20.466733,70.00,0.000000,0.039949,2021/12/06,7.5940,7.00,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852248,104431706,12498467,7282,雀巢咖啡 醇品 速溶咖啡 36g/盒(1.8gx20包),Coffee,2,1028852248YK,871.451027,-45.838573,564.00,0.000000,0.049972,2021/12/06,12.6140,11.75,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852247,12341876201,,7282,雀巢脆脆鲨混合口味大礼包374g,,23,1028852247YK,,,,,,2021/12/06,32.0690,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211203,1028852247,12340505361,,7282,雀巢脆脆鲨巧克力口味威化代可可脂巧克力480g,,23,1028852247YK,,,,,,2021/12/06,23.2780,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211203,1028852247,12340506649,,7282,雀巢脆脆鲨牛奶口味威化代可可脂巧克力480g,,23,1028852247YK,,,,,,2021/12/06,23.2780,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211203,1028852251,10137148488,12356310,7282,嘉宝有机香蕉苹果营养米粉225g,Nutrition,1,1028852251YK,483.040800,-13.011200,610.00,0.000000,0.026230,2021/12/06,55.9350,50.833333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028852251,11348652529,12413486,7282,嘉宝梨桃子泡芙49克,Nutrition,1,1028852251YK,331.785600,0.000000,408.00,0.000000,0.000000,2021/12/06,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,123999590,12423652,7282,嘉宝混合蔬菜营养米粉250g,Nutrition,1,1028852251YK,385.456800,0.000000,474.00,0.000000,0.000000,2021/12/06,44.6350,39.50,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,11212342730,12361183,7282,嘉宝营养米粉198g,Nutrition,1,1028852251YK,363.504718,0.004318,447.00,0.000000,-0.000012,2021/12/06,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,11211253549,12361186,7282,嘉宝番茄牛肉营养米粉198g,Nutrition,1,1028852251YK,363.504718,0.004318,447.00,0.000000,-0.000012,2021/12/06,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,11211755722,12361184,7282,嘉宝钙铁锌营养麦粉198g,Nutrition,1,1028852251YK,363.504718,0.004318,447.00,0.000000,-0.000012,2021/12/06,42.0930,37.25,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,11355068501,12413496,7282,嘉宝苹果香蕉泡芙49克,Nutrition,1,1028852251YK,331.785600,0.000000,408.00,0.000000,0.000000,2021/12/06,38.4200,34.00,,,,,," ",,
01 NKA,家乐福,20211203,1028852251,103774183,,7282,雀巢菠菜营养米粉225g,,1,1028852251YK,,,,,,2021/12/06,27.8730,,,,,,,产品编码有误,客户网站产品编码无法通过信息表mapping出雀巢产品,
01 NKA,家乐福,20211203,1028852251,103633401,12355407,7282,雀巢(Nestle)能恩AL110无乳糖营养配方粉400g克 荷兰原装进口(0-12个月）,Nutrition,1,1028852251YK,966.893361,-0.001439,1189.00,0.000000,0.000001,2021/12/06,111.9640,99.083333,,,,,," ",,
01 NKA,家乐福,20211203,1028857246,124222711,12413057,1097,雀巢咖啡 馆藏系列 卡布奇诺228g,Coffee,16,1028857246CH,3720.558397,-195.812803,301.00,0.000000,0.049999,2021/12/08,26.9270,25.083333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028857261,134553766,12457092,1097,雀巢脆脆鲨牛奶味威化(24+8)条促销装640g((24+8)x20g)/盒,Confec.,24,1028857261CH,12107.186430,-637.283970,653.00,0.000000,0.050005,2021/12/08,29.2080,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211203,1028857261,134517659,12457589,1097,雀巢脆脆鲨巧克力威化24条送8条促销装640克（24*20克+8*20克）,Confec.,36,1028857261CH,18160.779645,-955.925955,653.00,0.000000,0.050005,2021/12/08,29.2080,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211206,1028801671,124127666,12477189,1098,雀巢咖啡1+2原味15g*30,Coffee,2,1028801671YK,,,379.05,,,2021/12/01,35.7080,,,,,,,订单已取消,客户系统显示订单已取消,
01 NKA,家乐福,20211206,1028864820,134553454,12457091,1097,雀巢脆脆鲨花生味威化24+8条促销装(24+8)x20g,Confec.,17,1028864820YK,8575.923721,-451.409479,653.00,0.000000,0.050005,2021/12/08,29.2080,27.208333,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211206,1028864821,12316195422,12495109,1097,雀巢金牌香草风味玛奇朵条装即溶咖啡饮品95g,Coffee,63,1028864821YK,6014.499165,-184.524435,121.00,0.000000,0.029767,2021/12/08,13.2660,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211206,1028864821,12317000385,12495107,1097,雀巢金牌厚乳风味拿铁条装即溶咖啡饮品95g,Coffee,64,1028864821YK,6109.967405,-187.453395,121.00,0.000000,0.029767,2021/12/08,13.2660,12.10,,,,,,价格差异,不符合价差检查标准,
01 NKA,家乐福,20211206,1028864821,12314345846,12495121,1097,雀巢咖啡5杯装 绵醇卡布奇诺口味 95g,Coffee,81,1028864821YK,7732.927497,-237.245703,121.00,0.000000,0.029767,2021/12/08,13.2660,12.10,,,,,,价格差异,不符合价差检查标准,
