Order Date,PO No.,WMDC,Order type（Promotional Event）,Nestle BU,是否为手工单,是否为稳定库存,Order qty,起送日,MABD,order category,Exception category,Item Type,Customer order Item,原始MABD,新MABD,沃尔玛产品编码,雀巢产品编码,Material Description,原单箱规,原订单数量,修改后订单数量,雀巢数量,雀巢价格,沃尔玛价格,Exception reason
11/16/2021,5550580900,TJDC,POS REPLEN,,,稳定,228,11/07/2021,11/12/2021,exception,问题订单,Order,4,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,5550580976,TJDC,POS REPLEN,,,稳定,36,11/09/2021,11/13/2021,exception,问题订单,Order,1,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,5550580977,TJDC,POS REPLEN,,,稳定,94,11/09/2021,11/14/2021,exception,问题订单,Order,3,,11/14/2021,,,,,,,,,,问题订单
11/16/2021,5700843323,CDDC,SYSOS,,,,11,11/01/2021,11/04/2021,clean,,Order,10,,11/04/2021,,,,,,,,,,
11/16/2021,5700843324,CDDC,SYSOS,,,,9,11/04/2021,11/08/2021,clean,,Order,6,,11/08/2021,,,,,,,,,,
11/16/2021,5700954373,JXDC,POS REPLEN,,,,6,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,4,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,5700954417,JXDC,POS REPLEN,,,,4,11/04/2021,11/08/2021,exception,问题订单,Order,4,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,5700954432,JXDC,POS REPLEN,,,,27,11/07/2021,11/11/2021,exception,问题订单,Order,12,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,5800501337,TJDC,POS REPLEN,,,稳定,70,11/03/2021,11/06/2021,exception,问题订单,Order,2,,11/06/2021,,,,,,,,,,问题订单
11/16/2021,5800501363,TJDC,POS REPLEN,,,稳定,10,11/10/2021,11/13/2021,exception,问题订单,Order,1,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,5850579125,CDDC,STOF4,,,,20,10/25/2021,10/30/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,2,11/01/2021,10/30/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,5850579262,CDDC,STOF4,Coffee,,,180,10/29/2021,11/09/2021,exception,,Item,12,,11/09/2021,020662623,12470663,星巴克香草风味拿铁精品即溶咖啡饮品@10(4x21.5g)N1 XJ,,,,5,811,770,价差订单
11/16/2021,5850579262,CDDC,STOF4,,,,180,10/29/2021,11/09/2021,exception,STOF4订单; 跨月订单,Order,12,,11/09/2021,,,,,,,,,,STOF4订单; 跨月订单
11/16/2021,5850579268,CDDC,MODWK43,,,,12,10/29/2021,11/09/2021,exception,跨月订单,Order,2,,11/09/2021,,,,,,,,,,跨月订单
11/16/2021,5850579371,CDDC,STOF4,Dairy,,,17,11/01/2021,11/09/2021,exception,,Item,4,,11/09/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,4,,,特殊产品需检查订单
11/16/2021,5850579371,CDDC,STOF4,,,,17,11/01/2021,11/09/2021,exception,STOF4订单,Order,4,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,5850579436,CDDC,FWBWK40,Confectionery,,,10,11/01/2021,11/09/2021,exception,,Item,6,,11/09/2021,021189961,12457091,雀巢脆脆鲨花生夹心威化32条装@24(32x20g)N1CN,,,,2,653,533,价差订单
11/16/2021,5850579436,CDDC,FWBWK40,,,,10,11/01/2021,11/09/2021,clean,,Order,6,,11/09/2021,,,,,,,,,,
11/16/2021,5850579490,CDDC,STOF4,Dairy,,,287,11/02/2021,11/09/2021,exception,,Item,3,,11/09/2021,020469270,12451368,雀巢怡养益护因子中老年奶粉双听礼盒 @3(2x700g)CN,,,,280,,,特殊产品需检查订单
11/16/2021,5850579490,CDDC,STOF4,,,,287,11/02/2021,11/09/2021,exception,STOF4订单,Order,3,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,5850579545,CDDC,JDFWK40,,,,1,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,1,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,5850579614,CDDC,STOF4,Dairy,,,16,11/03/2021,11/09/2021,exception,,Item,3,,11/09/2021,020362273,12338778,雀巢NIDO脱脂高钙奶粉袋装 @24x400g XE,,,,1,831,764,价差订单
11/16/2021,5850579614,CDDC,STOF4,,,,16,11/03/2021,11/09/2021,exception,STOF4订单,Order,3,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,5850579789,CDDC,STOF4,Dairy,,,38,11/04/2021,11/09/2021,exception,,Item,5,,11/09/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,10,411,400,特殊产品需检查订单
11/16/2021,5850579789,CDDC,STOF4,,,,38,11/04/2021,11/09/2021,exception,STOF4订单,Order,5,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,5850579804,CDDC,MODWK43,,,,74,11/04/2021,11/09/2021,clean,,Order,2,,11/09/2021,,,,,,,,,,
11/16/2021,5850579909,CDDC,STOF4,Dairy,,,133,11/05/2021,11/11/2021,exception,,Item,3,,11/11/2021,020609480,12481583,"雀巢怡运全脂营养奶粉@8x1KG CN  ",,,,3,411,400,价差订单
11/16/2021,5850579909,CDDC,STOF4,,,,133,11/05/2021,11/11/2021,exception,STOF4订单,Order,3,,11/11/2021,,,,,,,,,,STOF4订单
11/16/2021,5850579966,CDDC,MODWK44,,,,9,11/07/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,6250494714,WHDC,SYSOS,Dairy,,,697,10/29/2021,11/01/2021,exception,,Item,57,,11/01/2021,020418793,12482249,雀巢怡运水果加纤营养奶粉甜美草莓味@10x200gCN,,,,3,411,400,价差订单
11/16/2021,6250494714,WHDC,SYSOS,,,,697,10/29/2021,11/01/2021,exception,跨月订单,Order,57,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,6250494715,WHDC,SYSOS,,,,69,10/29/2021,11/01/2021,exception,跨月订单,Order,10,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,6250494723,WHDC,SYSOS,Dairy,,,560,10/29/2021,11/01/2021,exception,,Item,38,,11/01/2021,020218452,12322429,鹰唛炼奶低脂支装 @4(6x185g) CN,,,,1,725,680,价差订单
11/16/2021,6250494723,WHDC,SYSOS,,,,560,10/29/2021,11/01/2021,exception,跨月订单,Order,38,,11/01/2021,,,,,,,,,,跨月订单
11/16/2021,6250494724,WHDC,SYSOS,,,,6,10/29/2021,11/04/2021,exception,跨月订单,Order,2,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,6250494725,WHDC,SYSOS,,,,125,10/29/2021,11/04/2021,exception,跨月订单,Order,9,,11/04/2021,,,,,,,,,,跨月订单
11/16/2021,6250494741,WHDC,SYSOS,Dairy,,,102,11/01/2021,11/04/2021,exception,,Item,27,,11/04/2021,021194054,9122040,雀巢鹰唛炼奶原味支装@4(6x185g)CN,,,,2,401,514,价差订单
11/16/2021,6250494741,WHDC,SYSOS,,,,102,11/01/2021,11/04/2021,clean,,Order,27,,11/04/2021,,,,,,,,,,
11/16/2021,6250494742,WHDC,SYSOS,,,,79,11/01/2021,11/04/2021,clean,,Order,10,,11/04/2021,,,,,,,,,,
11/16/2021,6250494767,WHDC,SYSOS,Coffee,,,364,11/04/2021,11/08/2021,exception,,Item,42,,11/08/2021,020938343,12412960,雀巢金牌卡布奇诺条装咖啡 @10(5x19g)CN,,,,2,725,680,价差订单
11/16/2021,6250494767,WHDC,SYSOS,,,,364,11/04/2021,11/08/2021,clean,,Order,42,,11/08/2021,,,,,,,,,,
11/16/2021,6250494768,WHDC,SYSOS,,,,8,11/04/2021,11/08/2021,clean,,Order,4,,11/08/2021,,,,,,,,,,
11/16/2021,6250494808,WHDC,SYSOS,,,,109,11/09/2021,11/11/2021,clean,,Order,12,,11/11/2021,,,,,,,,,,
11/16/2021,6250494809,WHDC,SYSOS,Dairy,,,1306,11/09/2021,11/11/2021,exception,,Item,52,,11/11/2021,020541527,12479429,雀巢怡养健心金装2合1配方奶粉@6x800g N3CN,,,,73,725,680,价差订单
11/16/2021,6250494809,WHDC,SYSOS,,,,1306,11/09/2021,11/11/2021,clean,,Order,52,,11/11/2021,,,,,,,,,,
11/16/2021,6400423614,CDDC,SYSOS,Confectionery,散威化,,34,02/18/2021,02/22/2021,exception,,Item,1,,02/22/2021,021402419,12458252,雀巢脆脆鲨巧克力口味威化散称装@5kg N1 CN,,,,34,292,226,价差订单
11/16/2021,6400423614,CDDC,SYSOS,,散威化,,34,02/18/2021,02/22/2021,exception,散威化请确认是否出单,Order,1,,02/22/2021,,,,,,,,,,散威化请确认是否出单
11/16/2021,6400577597,JXDC,POS REPLEN,,,,48,10/31/2021,11/03/2021,exception,问题订单; 跨月订单,Order,9,,11/03/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,6400577606,JXDC,POS REPLEN,Dairy,,,61,10/31/2021,11/04/2021,exception,,Item,23,,11/04/2021,020218452,12322429,鹰唛炼奶低脂支装 @4(6x185g) CN,,,,4,401,514,价差订单
11/16/2021,6400577606,JXDC,POS REPLEN,,,,61,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,23,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,6400577851,JXDC,POS REPLEN,,,,13,11/04/2021,11/07/2021,exception,问题订单,Order,6,,11/07/2021,,,,,,,,,,问题订单
11/16/2021,6400577859,JXDC,POS REPLEN,Dairy,,,151,11/04/2021,11/08/2021,exception,,Item,40,,11/08/2021,021194053,12192124,雀巢鹰唛炼奶零售装@48x350g CN,,,,3,811,770,价差订单
11/16/2021,6400577859,JXDC,POS REPLEN,,,,151,11/04/2021,11/08/2021,exception,问题订单,Order,40,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,6400577917,JXDC,POS REPLEN,Confectionery,,,86,11/07/2021,11/10/2021,exception,,Item,11,,11/10/2021,020542148,12456436,雀巢脆脆鲨鲨明治芝士味威化饼干小粒装 @12x77gCN,,,,6,653,533,价差订单
11/16/2021,6400577917,JXDC,POS REPLEN,,,,86,11/07/2021,11/10/2021,exception,问题订单,Order,11,,11/10/2021,,,,,,,,,,问题订单
11/16/2021,6400577929,JXDC,POS REPLEN,Coffee,,,1983,11/07/2021,11/11/2021,exception,,Item,63,,11/11/2021,020098709,12326603,雀巢金牌臻享白咖啡条装 @ 12(12x29g)CN,,,,6,401,514,价差订单
11/16/2021,6400577929,JXDC,POS REPLEN,,,,1983,11/07/2021,11/11/2021,exception,问题订单,Order,63,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,6400578103,JXDC,POS REPLEN,,,,74,11/09/2021,11/12/2021,exception,问题订单,Order,11,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,6400578152,JXDC,POS REPLEN,Dairy,,,634,11/09/2021,11/13/2021,exception,,Item,59,,11/13/2021,020009217,12342813,"雀巢 NIDO NIDO 全脂高钙奶粉立袋装 @12x900g XI ",,,,11,811,770,价差订单
11/16/2021,6400578152,JXDC,POS REPLEN,,,,634,11/09/2021,11/13/2021,exception,问题订单,Order,59,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,6450579203,JXDC,STOF4,,,,30,10/25/2021,11/01/2021,exception,STOF4订单; 跨月订单,Order,1,,11/01/2021,,,,,,,,,,STOF4订单; 跨月订单
11/16/2021,6450579311,JXDC,STOF4,,,,4,10/28/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,2,11/03/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6450579387,JXDC,MODWK43,,,,46,10/29/2021,11/09/2021,exception,跨月订单,Order,2,,11/09/2021,,,,,,,,,,跨月订单
11/16/2021,6450579392,JXDC,2038REQ,Dairy,,,500,10/29/2021,11/06/2021,exception,REQ订单; 客户指定送货日不在行程日; 重复订单：订单修改MABD,Order,1,11/01/2021,11/06/2021,,,,,,,,,,REQ订单; 客户指定送货日不在行程日; 重复订单：订单修改MABD
11/16/2021,6450579493,JXDC,STOF4,Coffee,,,19,11/01/2021,11/09/2021,exception,,Item,3,,11/09/2021,020335406,12477189,雀巢咖啡1+2原味双豆拼配条装即溶咖啡@12(30x15g) CN,,,,10,,,特殊产品需检查订单
11/16/2021,6450579493,JXDC,STOF4,,,,19,11/01/2021,11/09/2021,exception,STOF4订单,Order,3,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,6450579573,JXDC,FWBWK40,,,,12,11/01/2021,11/08/2021,clean,,Order,6,,11/08/2021,,,,,,,,,,
11/16/2021,6450579647,JXDC,STOF4,Coffee,,,63,11/02/2021,11/09/2021,exception,,Item,13,,11/09/2021,020959936,12342577,雀巢金牌原味（日本进口）@24X80g CN,,,,2,651,633,价差订单
11/16/2021,6450579647,JXDC,STOF4,,,,63,11/02/2021,11/09/2021,exception,STOF4订单,Order,13,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,6450579747,JXDC,JDFWK40,Dairy,,,5,11/03/2021,11/08/2021,exception,,Item,2,11/07/2021,11/08/2021,020541527,12479429,雀巢怡养健心金装2合1配方奶粉@6x800g N3CN,,,,1,725,680,价差订单
11/16/2021,6450579747,JXDC,JDFWK40,,,,5,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,2,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,6450579748,JXDC,JDFWK40,Confectionery,,,1,11/03/2021,11/08/2021,exception,,Item,1,11/07/2021,11/08/2021,021189960,12457589,雀巢脆脆鲨巧克力味威化 @24(32X20g) N1 CN,,,,1,653,533,价差订单
11/16/2021,6450579748,JXDC,JDFWK40,,,,1,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,1,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,6450579810,JXDC,STOF4,,,,10,11/03/2021,11/09/2021,exception,STOF4订单,Order,1,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,6650581828,KMDC,STOF4,,,,3,10/29/2021,11/12/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/12/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650581841,KMDC,MODWK43,,,,90,10/29/2021,11/12/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/12/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650581853,KMDC,FWBWK39,,,,1,10/29/2021,11/11/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/11/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650581946,KMDC,STOF4,Dairy,,,2,11/01/2021,11/12/2021,exception,,Item,1,,11/12/2021,020210861,12481866,雀巢怡运脱脂高钙奶粉袋装@12(16x25g) CN,,,,2,,,特殊产品需检查订单
11/16/2021,6650581946,KMDC,STOF4,,,,2,11/01/2021,11/12/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/12/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582031,KMDC,FWBWK40,,,,8,11/01/2021,11/11/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,5,,11/11/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582201,KMDC,STOF4,Coffee,,,25,11/03/2021,11/12/2021,exception,,Item,4,,11/12/2021,020434202,12479927,雀巢咖啡1+2奶香双豆拼配条装即溶咖啡 @15(7x15g) CN,,,,4,577,557,价差订单
11/16/2021,6650582201,KMDC,STOF4,,,,25,11/03/2021,11/12/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,4,,11/12/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582512,KMDC,MODWK44,,,,102,11/07/2021,11/18/2021,exception,客户指定送货日不在行程日,Order,3,,11/18/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,6650582581,KMDC,STOF4,,,,3,11/08/2021,11/18/2021,exception,STOF4订单; 客户指定送货日不在行程日,Order,1,,11/18/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日
11/16/2021,6650582597,KMDC,STOF4,Dairy,,,19,11/08/2021,11/18/2021,exception,,Item,8,,11/18/2021,020046756,12409362,雀巢怡跃 高纤高钙高铁脱脂奶 400g 盒装 @12(16X25g),,,,2,725,680,特殊产品需检查订单
11/16/2021,6650582597,KMDC,STOF4,,,,19,11/08/2021,11/18/2021,exception,STOF4订单; 客户指定送货日不在行程日,Order,8,,11/18/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日
11/16/2021,6650582639,KMDC,MODWK44,,,,15,11/08/2021,11/18/2021,exception,客户指定送货日不在行程日,Order,1,,11/18/2021,,,,,,,,,,客户指定送货日不在行程日
11/16/2021,6650582655,KMDC,STOF4,,,,2,11/09/2021,11/18/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/18/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582703,KMDC,STOF4,,,,4,11/09/2021,11/18/2021,exception,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足,Order,2,,11/18/2021,,,,,,,,,,STOF4订单; 客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582705,KMDC,MODWK44,,,,1,11/09/2021,11/18/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/18/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582708,KMDC,HODEMWK41,,,,30,11/09/2021,11/15/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/15/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6650582746,KMDC,FWBWK41,,,,1,11/10/2021,11/18/2021,exception,客户指定送货日不在行程日; 客户指定送货日无法满足,Order,1,,11/18/2021,,,,,,,,,,客户指定送货日不在行程日; 客户指定送货日无法满足
11/16/2021,6750501757,GZDC,POS REPLEN,,,稳定,130,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,3,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,6750501783,GZDC,POS REPLEN,,,稳定,70,11/07/2021,11/11/2021,exception,问题订单,Order,2,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,6900302563,WHDC,SYSOS,,,稳定,135,11/01/2021,11/04/2021,clean,,Order,4,,11/04/2021,,,,,,,,,,
11/16/2021,6900302566,WHDC,REGPRO2124,,,稳定,25,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,3,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,6900374461,TJDC,SYSOS,,,,1,11/01/2021,11/03/2021,clean,,Order,1,,11/03/2021,,,,,,,,,,
11/16/2021,6900374463,TJDC,SYSOS,,,,7,11/04/2021,11/08/2021,clean,,Order,7,,11/08/2021,,,,,,,,,,
11/16/2021,6900582721,WHDC,FWBWK39,,,,1,10/28/2021,11/01/2021,exception,跨月订单; 重复订单：订单修改MABD,Order,1,10/30/2021,11/01/2021,,,,,,,,,,跨月订单; 重复订单：订单修改MABD
11/16/2021,6900582826,WHDC,MODWK43,,,,66,10/29/2021,11/09/2021,exception,跨月订单,Order,2,,11/09/2021,,,,,,,,,,跨月订单
11/16/2021,6900582838,WHDC,FWBWK39,,,,2,10/29/2021,11/08/2021,exception,跨月订单,Order,2,,11/08/2021,,,,,,,,,,跨月订单
11/16/2021,6900582910,WHDC,STOF4,,,,20,11/01/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/09/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6900582929,WHDC,STOF4,,,,100,11/01/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/09/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6900582930,WHDC,STOF4,,,,5,11/01/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,1,11/08/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6900583082,WHDC,STOF4,Dairy,,,368,11/02/2021,11/04/2021,exception,,Item,12,11/09/2021,11/04/2021,021118713,12409460,雀巢高钙营养奶粉听装 @6x850gN1 CN,,,,4,401,514,价差订单
11/16/2021,6900583082,WHDC,STOF4,,,,368,11/02/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,12,11/09/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6900583083,WHDC,STOF4,,,,17,11/02/2021,11/04/2021,exception,STOF4订单; 重复订单：订单修改MABD,Order,4,11/08/2021,11/04/2021,,,,,,,,,,STOF4订单; 重复订单：订单修改MABD
11/16/2021,6900583183,WHDC,JDFWK40,,,,2,11/03/2021,11/08/2021,exception,重复订单：订单修改MABD,Order,2,11/07/2021,11/08/2021,,,,,,,,,,重复订单：订单修改MABD
11/16/2021,6900583236,WHDC,STOF4,,,,25,11/03/2021,11/09/2021,exception,STOF4订单,Order,2,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583416,WHDC,STOF4,Dairy,,,53,11/04/2021,11/09/2021,exception,,Item,14,,11/09/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,11,725,680,价差订单
11/16/2021,6900583416,WHDC,STOF4,,,,53,11/04/2021,11/09/2021,exception,STOF4订单,Order,14,,11/09/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583436,WHDC,MODWK43,,,,28,11/04/2021,11/09/2021,clean,,Order,2,,11/09/2021,,,,,,,,,,
11/16/2021,6900583520,WHDC,STOF4,Dairy,,,78,11/05/2021,11/11/2021,exception,,Item,6,,11/11/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,10,411,400,特殊产品需检查订单
11/16/2021,6900583520,WHDC,STOF4,,,,78,11/05/2021,11/11/2021,exception,STOF4订单,Order,6,,11/11/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583521,WHDC,STOF4,Dairy,,,10,11/05/2021,11/11/2021,exception,,Item,1,,11/11/2021,020210802,12483915,雀巢怡养健心中老年奶粉袋装 @12(16x25g) CN,,,,10,,,特殊产品需检查订单
11/16/2021,6900583521,WHDC,STOF4,,,,10,11/05/2021,11/11/2021,exception,STOF4订单,Order,1,,11/11/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583522,WHDC,STOF4,,,,3,11/05/2021,11/10/2021,exception,STOF4订单,Order,1,,11/10/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583601,WHDC,MODWK44,,,,33,11/07/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,6900583663,WHDC,STOF4,,,,6,11/08/2021,11/15/2021,exception,STOF4订单,Order,1,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583675,WHDC,STOF4,Dairy,,,133,11/08/2021,11/15/2021,exception,,Item,5,,11/15/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,12,411,400,价差订单
11/16/2021,6900583675,WHDC,STOF4,,,,133,11/08/2021,11/15/2021,exception,STOF4订单,Order,5,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583736,WHDC,MODWK44,,,,2,11/08/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,6900583777,WHDC,STOF4,Dairy,,,23,11/09/2021,11/15/2021,exception,,Item,3,,11/15/2021,020200985,12483914,雀巢怡养中老年奶粉袋装 @12(16x25g) CN,,,,3,,,特殊产品需检查订单
11/16/2021,6900583777,WHDC,STOF4,,,,23,11/09/2021,11/15/2021,exception,STOF4订单,Order,3,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,6900583779,WHDC,MODWK44,,,,216,11/09/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,6900583783,WHDC,HODEMWK41,,,,335,11/09/2021,11/11/2021,clean,,Order,1,,11/11/2021,,,,,,,,,,
11/16/2021,6900583798,WHDC,JDFWK41,Dairy,,,5,11/09/2021,11/15/2021,exception,,Item,3,,11/15/2021,020622937,12413019,雀巢6+学生奶粉听装 @6x1000g CN,,,,1,651,633,价差订单
11/16/2021,6900583798,WHDC,JDFWK41,,,,5,11/09/2021,11/15/2021,clean,,Order,3,,11/15/2021,,,,,,,,,,
11/16/2021,6900583818,WHDC,FWBWK41,,,,1,11/10/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,6900583845,WHDC,FWBWK41,,,,2,11/10/2021,11/15/2021,clean,,Order,1,,11/15/2021,,,,,,,,,,
11/16/2021,6900583935,WHDC,STOF4,Dairy,,,3,11/10/2021,11/15/2021,exception,,Item,1,,11/15/2021,021118190,12424359,雀巢怡养中老年奶粉袋装 @12(28x25g) CN,,,,3,651,633,价差订单
11/16/2021,6900583935,WHDC,STOF4,,,,3,11/10/2021,11/15/2021,exception,STOF4订单,Order,1,,11/15/2021,,,,,,,,,,STOF4订单
11/16/2021,7026577571,TJDC,POS REPLEN,,,,16,10/31/2021,11/04/2021,exception,问题订单; 跨月订单,Order,6,,11/04/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,7026577573,TJDC,POS REPLEN,Dairy,,,35,10/31/2021,11/05/2021,exception,,Item,16,,11/05/2021,020046756,12409362,雀巢怡跃 高纤高钙高铁脱脂奶 400g 盒装 @12(16X25g),,,,1,725,680,价差订单
11/16/2021,7026577573,TJDC,POS REPLEN,,,,35,10/31/2021,11/05/2021,exception,问题订单; 跨月订单,Order,16,,11/05/2021,,,,,,,,,,问题订单; 跨月订单
11/16/2021,7026577833,TJDC,POS REPLEN,,,,17,11/04/2021,11/08/2021,exception,问题订单,Order,6,,11/08/2021,,,,,,,,,,问题订单
11/16/2021,7026577849,TJDC,POS REPLEN,Coffee,,,133,11/04/2021,11/09/2021,exception,,Item,39,,11/09/2021,020938338,12368832,雀巢金牌丝滑拿铁条装即溶咖啡饮品 @10(5x20g) CN,,,,2,401,514,价差订单
11/16/2021,7026577849,TJDC,POS REPLEN,,,,133,11/04/2021,11/09/2021,exception,问题订单,Order,39,,11/09/2021,,,,,,,,,,问题订单
11/16/2021,7026577909,TJDC,POS REPLEN,,,,125,11/07/2021,11/11/2021,exception,问题订单,Order,10,,11/11/2021,,,,,,,,,,问题订单
11/16/2021,7026577932,TJDC,POS REPLEN,Coffee,,,1212,11/07/2021,11/12/2021,exception,,Item,62,,11/12/2021,020938338,12368832,雀巢金牌丝滑拿铁条装即溶咖啡饮品 @10(5x20g) CN,,,,24,401,514,价差订单
11/16/2021,7026577932,TJDC,POS REPLEN,,,,1212,11/07/2021,11/12/2021,exception,问题订单,Order,62,,11/12/2021,,,,,,,,,,问题订单
11/16/2021,7026578098,TJDC,POS REPLEN,,,,133,11/09/2021,11/13/2021,exception,问题订单,Order,10,,11/13/2021,,,,,,,,,,问题订单
11/16/2021,7026578135,TJDC,POS REPLEN,Coffee,,,509,11/09/2021,11/14/2021,exception,,Item,58,,11/14/2021,020960776,12362971,雀巢金牌咖啡至醇浓郁 @12x100g CN,,,,3,651,633,价差订单
