Id,Name,流程配置路径
93759378-ec2d-47b2-b34d-14ca62e1dd9a,BONDI WASH旗舰店_竞品分析_竞店分析,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\BONDI WASH旗舰店_竞品分析_竞店分析.xlsx
7d0a5727-ed7f-45de-a188-2c334f261840,balmainhair海外旗舰店_竞品分析2,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\balmainhair海外旗舰店_竞品分析2.xlsx
f7e10f41-c2d7-4090-9b26-f8bdca7a1344,BalmainHair海外旗舰店_竞品分析_竞店分析,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\BalmainHair海外旗舰店_竞品分析_竞店分析.xlsx
8c70603c-8f27-4cbc-a18b-25212ee438ad,Byredo柏芮朵官方旗舰店_品牌排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\byredo柏芮朵官方旗舰店_品牌排行.xlsx
f5aaf09c-7230-4d8e-8078-d899830c4324,Byredo柏芮朵官方旗舰店_竞品分析1_竞店分析,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\byredo柏芮朵官方旗舰店_竞品分析_竞店分析.xlsx
ba44707b-86fc-4ac0-ac7c-0d307fd31605,Aesop海外旗舰店_竞品分析_竞店分析,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\aesop海外旗舰店_竞品分析1_竞店分析.xlsx
684530a8-93a2-4f85-8493-7a7a611674fd,Byredo柏芮朵官方旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\byredo柏芮朵官方旗舰店_店铺排行.xlsx
8f7af575-a0e9-404b-8e08-9d874efc3b29,LEPEBBLE乐有石旗舰店_竞品分析2,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\LEPEBBLE乐有石旗舰店_竞品分析2.xlsx
13230a63-62c4-4821-8d31-79bfca07a783,LEPEBBLE乐有石旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\LEPEBBLE乐有石旗舰店_店铺排行.xlsx
d6e7cbcb-89a4-4fa8-a26a-eea7cda14164,FER A CHEVAL旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\FER A CHEVAL旗舰店_店铺排行.xlsx
c58082ff-8200-4af2-9dd5-6c0962d6c11d,BONDI WASH旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\BONDI WASH旗舰店_店铺排行.xlsx
a97a206b-efc6-4fad-8913-d87cd36d5c5c,BalmainHair海外旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\BalmainHair海外旗舰店_店铺排行.xlsx
ffdb02f3-cf25-4481-9171-9ce68c15aa57,Aesop海外旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\Aesop海外旗舰店_店铺排行.xlsx
66908107-6a41-4f8f-81ac-0305db1e94f6,Aesop海外旗舰店_竞品分析2,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\Aesop海外旗舰店_竞品分析2.xlsx
5396ccf6-3ccc-48ad-af54-2f1561197d1d,Aesop海外旗舰店_竞店分析_月,C:\Users\Administrator\AppData\Roaming\生意方舟配置\aesop海外旗舰店_竞品分析1_竞店分析.xlsx
ac7fdf5b-05dc-4098-992a-021ff56aead3,balmainhair海外旗舰店_竞店分析_周,C:\Users\Administrator\AppData\Roaming\生意方舟配置\balmainhair海外旗舰店_竞品分析1_竞店分析.xlsx
8eb3e372-d860-4d0e-b17b-81c674939fe0,Aesop海外旗舰店_竞店分析_周,C:\Users\Administrator\AppData\Roaming\生意方舟配置\aesop海外旗舰店_竞品分析1_竞店分析.xlsx
f37de8fe-d498-4719-8cc7-0ff87f480ff8,GoldenGoose官方旗舰店_店铺排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\Golden Goose官方旗舰店_店铺排行.xlsx
23c9183b-2aef-47f4-824a-e20ac714f3da,GoldenGoose官方旗舰店_品牌排行,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\Golden Goose官方旗舰店_品牌排行.xlsx
333734c5-15ec-466f-a343-d50245ef7573,GoldenGoose官方旗舰店_竞品分析_竞店分析,C:\Users\liuyongfang\AppData\Roaming\生意方舟配置\Golden Goose官方旗舰店_竞品分析_竞店分析.xlsx
