Id,Name,流程配置路径
d9e62e8e-eda7-496f-a410-8a14d299e3e0,puella官方旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
76b242cc-2d55-4ab3-98a3-25a9b08d67be,大宠爱旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
fade755e-112f-44d4-87b7-049da9685da4,godiva歌帝梵官方旗舰店_生意参谋_市场竞争1,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置_市场竞争1.xlsx
9f8427d8-01de-447f-aaa9-f232fbe40a35,喜宝旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
9a2e1b85-7ccc-4437-9765-ca7b69a1f307,drg蒂迩肌海外旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
4fd5210b-df9d-42ba-b2b9-b1fe538447b8,Dr.Brown'sNaturalFlow官方旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
7309135b-55d5-4902-8aa1-25585bc1e45e,puella官方旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
0351cd70-5477-45db-8d6e-5d37cd4b60de,大宠爱旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
d42a4fcc-1c57-4cfa-ac9d-6bd9fcb9be96,godiva歌帝梵官方旗舰店_生意参谋_日,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置.xlsx
48ca2d3d-49d4-4d8f-a34b-015331e2785b,godiva歌帝梵官方旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
8e7b4937-cb1b-4786-95ae-e5f9fe7edf7b,大宠爱旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
8902ff48-08f8-427b-9f25-ea5c1f050f0e,puella官方旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
96716236-bea8-4a21-ab07-1213396ead3f,Dr.Brown'sNaturalFlow官方旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
83fc29a4-ff32-4f55-9459-7370746ab1cc,drg蒂迩肌海外旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
377047e0-d834-4daf-b990-e7b1b1864efd,喜宝旗舰店_生意参谋_月,C:\Users\Administrator\AppData\Roaming\生意参谋流程配置2.xlsx
